skills,cgpa,career
"cryptography, risk assessment, python, networking, ethical hacking, oop, penetration testing, incident response, firewalls",7.24,Cyber Security Analyst
"data structures, debugging, networking, python, problem solving, software design, penetration testing, algorithms",6.69,Software Developer
"pandas, data cleaning, sql, pytorch, python, data visualization, reporting, excel",6.24,Data Analyst
"statistics, pandas, sql, excel, python, power bi",6.37,Data Analyst
"authentication, python, node.js, api development, sql, flask, databases, java, django, system design",9.48,Backend Developer
"sql, deep learning, data visualization, hypothesis testing, numpy, statistics, nlp, feature engineering, machine learning",6.57,Data Scientist
"databases, api development, authentication, node.js, sql, system design",7.46,Backend Developer
"git, siem, security, firewalls, algorithms, linux, cryptography, risk assessment, incident response",9.43,Cyber Security Analyst
"python, java, oop, algorithms, problem solving, software design, debugging, git, testing, ethical hacking",7.63,Software Developer
"feature engineering, python, data visualization, machine learning, statistics, numpy, pandas, hypothesis testing",8.67,Data Scientist
"data preprocessing, mathematics, pytorch, neural networks, machine learning, nlp",7.5,AI Engineer
"ui design, accessibility, react, web performance, css, responsive design",8.36,Frontend Developer
"networking, css, risk assessment, linux, ethical hacking, security, firewalls",6.67,Cyber Security Analyst
"pandas, risk assessment, penetration testing, linux, siem, ethical hacking, incident response, networking, firewalls, security, cryptography",8.69,Cyber Security Analyst
"machine learning, pandas, python, data visualization, feature engineering, numpy, statistics, scikit-learn, power bi",8.71,Data Scientist
"pytorch, machine learning, deep learning, data preprocessing, neural networks, mathematics, nlp, python, computer vision",9.24,AI Engineer
"databases, redux, system design, flask, sql, react, node.js, java, python, authentication, django",6.8,Backend Developer
"risk assessment, siem, linux, cryptography, firewalls, incident response",6.38,Cyber Security Analyst
"ci/cd, devops, docker, aws, linux, kubernetes, networking, azure, terraform, monitoring",6.83,Cloud Engineer
"neural networks, data preprocessing, python, deep learning, machine learning, tensorflow, nlp, computer vision, mathematics",7.78,AI Engineer
"accessibility, javascript, typescript, responsive design, ui design, web performance",7.64,Frontend Developer
"debugging, pandas, numpy, scikit-learn, statistics, data structures, feature engineering, python",8.91,Data Scientist
"aws, networking, devops, kubernetes, monitoring, azure, terraform, git, linux, data structures",6.02,Cloud Engineer
"data cleaning, java, git, debugging, testing, tableau, data structures, algorithms",6.2,Software Developer
"java, data structures, algorithms, debugging, python, software design, oop, testing, problem solving",7.34,Software Developer
"redux, ui design, css, javascript, typescript, responsive design, react",7.84,Frontend Developer
"numpy, statistics, pandas, machine learning, feature engineering, scikit-learn, python",7.65,Data Scientist
"flask, python, authentication, sql, node.js, django, system design, api development, databases",8.71,Backend Developer
"python, data visualization, reporting, tableau, statistics, pandas",6.07,Data Analyst
"css, accessibility, web performance, react, javascript, html, typescript, responsive design, ui design, redux",9.71,Frontend Developer
"web performance, html, javascript, redux, typescript, responsive design, react, css, accessibility, ui design",8.11,Frontend Developer
"css, django, accessibility, databases, redux, react, ui design, typescript, web performance",8.42,Frontend Developer
"git, algorithms, debugging, python, data structures, java, oop, problem solving",8.74,Software Developer
"scikit-learn, statistics, hypothesis testing, machine learning, data visualization, numpy, python, sql, feature engineering, pandas",9.12,Data Scientist
"terraform, ci/cd, aws, linux, docker, devops, monitoring, azure, networking, kubernetes",8.22,Cloud Engineer
"deep learning, data preprocessing, nlp, neural networks, pytorch, tensorflow, sql, python",7.56,AI Engineer
"mathematics, penetration testing, ethical hacking, networking, siem, machine learning, cryptography, security, risk assessment, incident response, linux",6.68,Cyber Security Analyst
"statistics, python, data visualization, pandas, data cleaning, power bi, reporting",9.01,Data Analyst
"web performance, html, ui design, accessibility, javascript, react, css, typescript, responsive design",7.04,Frontend Developer
"pandas, machine learning, statistics, scikit-learn, feature engineering, sql, numpy",7.15,Data Scientist
"sql, excel, data visualization, statistics, reporting, power bi, python, tableau, pandas, data cleaning",8.73,Data Analyst
"statistics, numpy, scikit-learn, pandas, data visualization, python, feature engineering, sql, machine learning, hypothesis testing",9.68,Data Scientist
"python, pandas, neural networks, nlp, tensorflow, pytorch, computer vision, mathematics, machine learning, deep learning",9.21,AI Engineer
"typescript, responsive design, react, html, web performance, ui design, css, redux, accessibility",9.11,Frontend Developer
"python, machine learning, neural networks, tensorflow, deep learning, data preprocessing, mathematics, computer vision, nlp",8.07,AI Engineer
"excel, power bi, statistics, reporting, data visualization, python, tableau",8.57,Data Analyst
"nlp, computer vision, neural networks, deep learning, machine learning, data preprocessing, tensorflow, mathematics",8.27,AI Engineer
"feature engineering, statistics, python, testing, scikit-learn, hypothesis testing, pandas, machine learning, sql, numpy, data visualization",7.14,Data Scientist
"tensorflow, azure, linux, kubernetes, docker, devops, aws, ci/cd, networking",8.33,Cloud Engineer
"debugging, oop, testing, git, problem solving, software design, data structures",8.41,Software Developer
"data visualization, feature engineering, machine learning, statistics, tableau, pandas, scikit-learn",6.17,Data Scientist
"sql, excel, statistics, tableau, data visualization, reporting",9.68,Data Analyst
"ci/cd, linux, monitoring, networking, devops, azure, aws, docker",7.52,Cloud Engineer
"statistics, numpy, nlp, scikit-learn, machine learning, pandas, data visualization",9.69,Data Scientist
"linux, penetration testing, siem, networking, ethical hacking, security, incident response, firewalls, cryptography, risk assessment",7.62,Cyber Security Analyst
"penetration testing, sql, networking, ethical hacking, security, hypothesis testing, linux, siem, firewalls, cryptography, incident response, risk assessment",7.89,Cyber Security Analyst
"kubernetes, azure, networking, docker, linux, devops, monitoring, aws, ci/cd, terraform",6.08,Cloud Engineer
"data visualization, accessibility, responsive design, react, javascript, redux, ui design, typescript",9.56,Frontend Developer
"excel, statistics, pandas, data visualization, python, reporting",9.87,Data Analyst
"deep learning, data preprocessing, tensorflow, machine learning, nlp, mathematics, pytorch, neural networks, computer vision, python",7.63,AI Engineer
"java, oop, software design, problem solving, data structures, git",6.42,Software Developer
"oop, python, testing, algorithms, debugging, git, problem solving",6.53,Software Developer
"monitoring, docker, networking, azure, aws, terraform, ci/cd, devops, linux",8.74,Cloud Engineer
"pandas, machine learning, hypothesis testing, feature engineering, scikit-learn, python",6.72,Data Scientist
"mathematics, pytorch, deep learning, computer vision, tensorflow, python, machine learning",6.56,AI Engineer
"ui design, typescript, react, accessibility, web performance, html, responsive design, css, redux",6.46,Frontend Developer
"tableau, reporting, data visualization, siem, python, firewalls, statistics, excel, sql",8.65,Data Analyst
"python, deep learning, mathematics, nlp, neural networks, tensorflow, data preprocessing",8.04,AI Engineer
"linux, networking, monitoring, ci/cd, kubernetes, aws, azure",8.13,Cloud Engineer
"python, excel, data visualization, statistics, system design, power bi, pandas",6.5,Data Analyst
"networking, siem, penetration testing, security, incident response, firewalls",6.48,Cyber Security Analyst
"data visualization, tableau, kubernetes, power bi, data cleaning, sql, statistics",8.89,Data Analyst
